0054 -178.5 3.5
0068 -161.5 2.5
0061 -144 11.5
006e -127.5 11
006b -110.5 2.5
0079 -71.5 12
006f -54.5 11.5
0075 -37.5 11
0066 3.5 2
006f 18 11.5
0072 35.5 11
0070 72.5 11
006c 90.5 2.5
0061 100 11.5
0079 114.5 12
0069 132 3.75
006e 143.5 11
0067 161.5 10
3042 -181.25 1
308a -142.75 1.5
304c -115.25 2
3068 -77.25 3
3046 -43.25 1
3054 -11.25 1
3056 21.75 1
3044 52.75 5.5
307e 87.75 1.5
3057 123.75 2.5
305f 154.25 2
